ID,Metadata,NBT Tag Compound,Display Name,Tooltip,Translation Key,Class Name,Is ItemBlock,OreDict Names,Max Stack Size,Max Damage,Model Name
forge:bucketfilled,0,"{FluidName:""oliveoil"",Amount:1000}",Olive Oil Bucket,,item.forge.bucketFilled,net.minecraftforge.fluids.UniversalBucket,-,,1,0,forge:dynbucket#inventory
forge:bucketfilled,0,"{FluidName:""ironberryjuice"",Amount:1000}",Ironberry Juice Bucket,,item.forge.bucketFilled,net.minecraftforge.fluids.UniversalBucket,-,,1,0,forge:dynbucket#inventory
forge:bucketfilled,0,"{FluidName:""wildberryjuice"",Amount:1000}",Wildberry Juice Bucket,,item.forge.bucketFilled,net.minecraftforge.fluids.UniversalBucket,-,,1,0,forge:dynbucket#inventory
forge:bucketfilled,0,"{FluidName:""grapejuice"",Amount:1000}",Grape Juice Bucket,,item.forge.bucketFilled,net.minecraftforge.fluids.UniversalBucket,-,,1,0,forge:dynbucket#inventory
forge:bucketfilled,0,"{FluidName:""applejuice"",Amount:1000}",Apple Juice Bucket,,item.forge.bucketFilled,net.minecraftforge.fluids.UniversalBucket,-,,1,0,forge:dynbucket#inventory
forge:bucketfilled,0,"{FluidName:""alewort"",Amount:1000}",Ale Wort Bucket,,item.forge.bucketFilled,net.minecraftforge.fluids.UniversalBucket,-,,1,0,forge:dynbucket#inventory
forge:bucketfilled,0,"{FluidName:""honey"",Amount:1000}",Honey Bucket,,item.forge.bucketFilled,net.minecraftforge.fluids.UniversalBucket,-,,1,0,forge:dynbucket#inventory
forge:bucketfilled,0,"{FluidName:""fierymetal"",Amount:1000}",Molten Fiery Bucket,,item.forge.bucketFilled,net.minecraftforge.fluids.UniversalBucket,-,,1,0,forge:dynbucket#inventory
forge:bucketfilled,0,"{FluidName:""knightmetal"",Amount:1000}",Molten Knightmetal Bucket,,item.forge.bucketFilled,net.minecraftforge.fluids.UniversalBucket,-,,1,0,forge:dynbucket#inventory
forge:bucketfilled,0,"{FluidName:""fiery_essence"",Amount:1000}",Fiery Essence Bucket,,item.forge.bucketFilled,net.minecraftforge.fluids.UniversalBucket,-,,1,0,forge:dynbucket#inventory
